period,org_code,type,attendances,breaches,admissions
2017-08-01,RCB,1,9367,1977,3417
2017-08-01,RCB,other,7767,56,0
2017-08-01,RTK,1,8197,1005,1974
2017-08-01,RTK,other,1314,0,0
2017-08-01,NTV0B,other,3418,1,0
2017-08-01,NQT10,other,3109,45,0
2017-08-01,RWX,other,3966,0,0
2017-08-01,Y04538,other,3112,1,0
2017-08-01,RXH,1,12065,2147,3370
2017-08-01,RXH,2,1098,10,20
2017-08-01,NLW,other,4505,16,0
2017-08-01,RXQ,1,6884,1587,2684
2017-08-01,RXQ,2,1283,0,508
2017-08-01,RXQ,other,3452,31,0
2017-08-01,NLT02,other,1045,0,0
2017-08-01,RN7,1,8281,889,2355
2017-08-01,RN7,other,1793,1,0
2017-08-01,RBD,1,4024,173,1316
2017-08-01,RBD,other,4898,0,0
2017-08-01,RVV,1,13725,5244,4283
2017-08-01,RVV,other,3807,14,355
2017-08-01,RXC,1,10477,786,2973
2017-08-01,DD401,other,1269,1,0
2017-08-01,RDU,1,19250,1857,5798
2017-08-01,R1J,other,6071,53,1
2017-08-01,RTE,1,11772,1398,3574
2017-08-01,RN3,1,5838,1130,2041
2017-08-01,RN3,other,7983,122,0
2017-08-01,RN5,1,9136,876,2337
2017-08-01,RN5,other,1084,0,0
2017-08-01,NDA57,other,731,6,0
2017-08-01,R1F,1,4283,264,848
2017-08-01,R1F,other,873,0,0
2017-08-01,RYY,other,6788,7,0
2017-08-01,RWF,1,12131,963,3946
2017-08-01,RWF,other,2015,0,0
2017-08-01,RPA,1,9825,1207,2218
2017-08-01,RVJ,1,7182,1928,2334
2017-08-01,RBZ,1,4268,813,1276
2017-08-01,RBZ,other,4694,0,0
2017-08-01,L83087,other,157,0,0
2017-08-01,RNU,other,2771,66,0
2017-08-01,RTH,1,10663,1874,2897
2017-08-01,RTH,2,1650,0,83
2017-08-01,NQT5H,other,658,1,0
2017-08-01,RK9,1,8436,1260,2978
2017-08-01,RK9,2,252,0,0
2017-08-01,RK9,other,4233,5,0
2017-08-01,RD3,1,5835,635,1652
2017-08-01,RD3,other,1804,1,0
2017-08-01,RHU,1,9355,3156,2907
2017-08-01,RHU,2,806,1,0
2017-08-01,RHU,other,1965,1,4
2017-08-01,RPC,other,1006,4,15
2017-08-01,RHW,1,8991,898,2900
2017-08-01,RHW,2,1414,3,8
2017-08-01,REF,1,7278,1842,2850
2017-08-01,REF,other,13481,42,45
2017-08-01,RH8,1,8371,866,1950
2017-08-01,RH8,other,1040,1,0
2017-08-01,RA2,1,5524,296,2005
2017-08-01,RD1,1,6046,653,2135
2017-08-01,RD1,other,802,5,133
2017-08-01,RNZ,1,3977,371,1125
2017-08-01,RNZ,2,279,0,0
2017-08-01,Y02666,other,1341,0,0
2017-08-01,RH5,other,8033,26,0
2017-08-01,RYF,other,1237,2,0
2017-08-01,NTP11,other,4070,1,0
2017-08-01,RW1,other,702,0,0
2017-08-01,NTPAD,other,4749,20,0
2017-08-01,RTP,1,8043,451,2516
2017-08-01,RDR,other,9415,167,0
2017-08-01,RBA,1,6126,537,1982
2017-08-01,AAH,other,183,0,0
2017-08-01,RDZ,1,6821,449,1965
2017-08-01,RDZ,2,1460,1,4
2017-08-01,RA9,1,6616,666,2518
2017-08-01,RA9,other,3190,1,0
2017-08-01,RHM,1,8618,1224,3212
2017-08-01,RHM,2,1454,33,15
2017-08-01,RHM,other,1896,4,11
2017-08-01,RA7,1,8371,847,2640
2017-08-01,RA7,2,1995,59,9
2017-08-01,Y02584,other,331,0,0
2017-08-01,RYR,1,11970,678,3229
2017-08-01,RYR,other,950,6,0
2017-08-01,RA3,1,3961,451,953
2017-08-01,G82071,other,2527,0,0
2017-08-01,NTV0W,other,3448,2,0
2017-08-01,NLX24,other,1380,0,0
2017-08-01,RA4,1,3981,71,1233
2017-07-01,RF4,1,20933,2902,4490
2017-07-01,RF4,2,747,1,0
2017-07-01,RF4,other,2625,9,0
2017-07-01,R1H,1,29475,4654,6894
2017-07-01,R1H,2,789,42,0
2017-07-01,R1H,other,11078,119,0
2017-07-01,AD913,other,4705,1,0
2017-07-01,RYX,other,19466,163,0
2017-07-01,RQM,1,17265,1117,3610
2017-07-01,RQM,other,7682,31,0
2017-07-01,RJ6,1,6631,1638,2225
2017-07-01,RJ6,other,9105,205,0
2017-07-01,Y02696,other,1146,0,0
2017-07-01,RVR,1,12830,638,3597
2017-07-01,RVR,2,558,2,12
2017-07-01,RJ1,1,12589,2729,3279
2017-07-01,RJ1,2,776,0,0
2017-07-01,RJ1,other,3094,3,0
2017-07-01,Y03082,other,3778,0,0
2017-07-01,RQX,1,10563,268,1555
2017-07-01,RY9,other,4970,4,0
2017-07-01,RYJ,1,9688,2092,3167
2017-07-01,RYJ,2,4165,33,10
2017-07-01,RYJ,other,11246,261,0
2017-07-01,RJZ,1,17817,2805,4564
2017-07-01,RJZ,2,1651,0,0
2017-07-01,RJZ,other,5268,212,0
2017-07-01,RAX,1,9006,708,1972
2017-07-01,RAX,2,1006,0,0
2017-07-01,RJ2,1,18080,1901,4680
2017-07-01,RJ2,other,6954,150,0
2017-07-01,R1K,1,12136,3317,5362
2017-07-01,R1K,other,16565,116,0
2017-07-01,RP6,2,8583,114,12
2017-07-01,RAT,other,5626,20,0
2017-07-01,RAP,1,14615,2648,2368
2017-07-01,Y02973,other,725,0,0
2017-07-01,RAL,1,18770,3062,3537
2017-07-01,RAL,other,3301,0,0
2017-07-01,Y03047,other,1872,0,0
2017-07-01,RJ7,1,13501,1495,4026
2017-07-01,RJ7,other,1168,7,0
2017-07-01,F84747,other,2525,0,0
2017-07-01,RAS,1,5617,1826,1969
2017-07-01,RAS,other,8121,29,0
2017-07-01,Y03094,other,3154,0,0
2017-07-01,E84068,other,3215,0,0
2017-07-01,RRV,1,12054,1420,1607
2017-07-01,Y02147,other,10044,0,0
2017-07-01,Y03201,other,2343,0,0
2017-07-01,RKE,1,8537,656,1342
2017-07-01,NL7,other,5260,0,0
2017-07-01,8J094,other,2775,0,0
2017-07-01,RDD,1,12107,1429,2885
2017-07-01,RC1,1,6690,465,2006
2017-07-01,M85813,other,3074,0,0
2017-07-01,RQ3,1,4916,233,841
2017-07-01,RJF,1,5570,743,1759
2017-07-01,RJF,other,5058,1,5
2017-07-01,RGT,1,10253,628,3203
2017-07-01,RGT,other,3681,1,22
2017-07-01,RFS,1,7281,592,1960
2017-07-01,NQ108,other,3012,14,0
2017-07-01,RDE,1,7637,2351,2236
2017-07-01,RDE,other,4571,0,0
2017-07-01,Y03571,other,5833,5,0
2017-07-01,RTG,1,11921,1992,3366
2017-07-01,RTG,other,4668,0,71
2017-07-01,RY8,other,6096,2,0
2017-07-01,NNJ,other,1891,2,0
2017-07-01,RWH,1,8774,1962,2958
2017-07-01,RWH,other,4927,60,0
2017-07-01,Y03007,other,2577,0,0
2017-07-01,NQ106,other,746,3,0
2017-07-01,RLT,1,7088,722,1138
2017-07-01,NTPAL,other,2147,0,0
2017-07-01,NEH06,other,2173,2,0
2017-07-01,RR1,1,19922,3877,5953
2017-07-01,RR1,other,3881,36,1155
2017-07-01,RY4,other,890,5,0
2017-07-01,RGQ,1,7708,468,1921
2017-07-01,RGQ,other,627,0,170
2017-07-01,RGP,1,7095,442,1304
2017-07-01,RGP,other,26,0,0
2017-07-01,RNQ,1,7532,776,2410
2017-07-01,C82038,other,372,0,0
2017-07-01,RY5,other,14365,100,8
2017-07-01,NJS05,other,4015,52,0
2017-07-01,RC9,1,9065,130,2385
2017-07-01,RC9,other,4007,0,0
2017-07-01,C82009,other,328,0,0
2017-07-01,NLO11,other,719,2,0
2017-07-01,NLO09,other,683,7,0
2017-07-01,RQ8,1,8378,1343,2223
2017-07-01,RQ8,other,228,8,0
2017-07-01,RD8,1,7950,1222,1367
2017-07-01,RD8,other,4809,16,0
2017-07-01,Y02652,other,3752,0,0
2017-07-01,RM1,1,10121,995,2628
2017-07-01,RM1,other,1328,0,0
2017-07-01,RGN,1,12348,1317,3100
2017-07-01,RGN,other,766,0,2
2017-07-01,RNS,1,9465,1169,2870
2017-07-01,RNS,2,1023,4,0
2017-07-01,NMH01,other,6024,0,0
2017-07-01,NR3,other,4669,180,0
2017-07-01,RX1,1,15206,2746,3852
2017-07-01,RX1,2,1626,16,0
2017-07-01,RX1,other,239,5,0
2017-07-01,NLO10,other,2871,63,0
2017-07-01,C82010,other,313,0,0
2017-07-01,NLO12,other,350,0,0
2017-07-01,Y02428,other,2441,0,0
2017-07-01,RXK,1,15325,2653,3037
2017-07-01,RXK,2,1322,33,26
2017-07-01,RXK,other,2530,0,0
2017-07-01,RK5,1,8535,555,2606
2017-07-01,RK5,other,4665,35,9
2017-07-01,RXW,1,11114,2655,2328
2017-07-01,RXW,other,1277,0,0
2017-07-01,R1D,other,2458,1,0
2017-07-01,Y02615,other,5418,0,0
2017-07-01,RJC,1,5811,297,1617
2017-07-01,RJC,other,735,0,0
2017-07-01,RAJ,1,8693,725,2229
2017-07-01,Y02470,other,2127,0,0
2017-07-01,Y02961,other,3027,0,0
2017-07-01,RNA,1,9056,1563,2374
2017-07-01,RNA,other,5297,0,0
2017-07-01,RQW,1,8792,2347,1900
2017-07-01,RCX,1,5725,908,2245
2017-07-01,RL4,1,11752,1108,2466
2017-07-01,RL4,other,8489,155,0
2017-07-01,RWD,1,13454,2960,3571
2017-07-01,RRK,1,10189,1357,2938
2017-07-01,RKB,1,12011,2885,4222
2017-07-01,RKB,2,1972,28,97
2017-07-01,RKB,other,2499,3,4
2017-07-01,RWE,1,17383,3823,4247
2017-07-01,RWE,2,1707,40,13
2017-07-01,RJE,1,15922,4057,4816
2017-07-01,RJE,2,433,0,0
2017-07-01,RJE,other,4937,14,0
2017-07-01,RBK,1,6461,1804,2068
2017-07-01,RBK,other,3756,0,0
2017-07-01,ATQ02,other,3779,0,0
2017-07-01,RWG,1,7959,2062,3032
2017-07-01,RWG,other,4221,20,0
2017-07-01,RGR,1,6124,461,2017
2017-07-01,RWP,1,10611,2943,3096
2017-07-01,RWP,other,6175,7,0
2017-07-01,RLQ,1,4894,1165,1110
2017-07-01,RLQ,other,2392,0,0
2017-07-01,REM,1,7676,2814,2744
2017-07-01,REM,other,6989,0,0
2017-07-01,RCF,1,5770,251,1043
2017-07-01,RBS,1,5016,347,978
2017-07-01,NNF70,other,500,0,0
2017-07-01,RFF,1,7119,343,2100
2017-07-01,RXL,1,7742,2971,2261
2017-07-01,RXL,other,10107,4,0
2017-07-01,RMC,1,9210,1549,2195
2017-07-01,RMC,other,973,0,28
2017-07-01,RAE,1,11808,1403,3079
2017-07-01,NNF09,other,2112,3,0
2017-07-01,RY2,other,8407,53,0
2017-07-01,RWY,1,13170,863,2974
2017-07-01,RW3,1,12759,1369,3532
2017-07-01,RW3,2,3541,5,157
2017-07-01,RW3,other,9600,8,116
2017-07-01,RLN,1,7866,612,2531
2017-07-01,RLN,2,2367,14,40
2017-07-01,RLN,other,3043,3,0
2017-07-01,RJR,1,6531,1038,1660
2017-07-01,RJR,other,348,10,0
2017-07-01,RXP,1,11416,1188,3453
2017-07-01,RXP,other,7367,0,0
2017-07-01,RNN,other,2405,36,0
2017-07-01,RP5,1,11149,992,3125
2017-07-01,RP5,other,3386,0,405
2017-07-01,RJN,1,4291,393,914
2017-07-01,RJN,other,195,0,0
2017-07-01,RXR,1,9235,3199,3059
2017-07-01,RXR,other,8257,553,25
2017-07-01,RR7,1,7756,395,1617
2017-07-01,RR7,other,2573,3,0
2017-07-01,RCD,1,4293,138,936
2017-07-01,RCD,other,975,0,0
2017-07-01,NNF99,other,267,0,0
2017-07-01,RWA,1,11893,1101,3247
2017-07-01,RWA,other,1395,3,0
2017-07-01,RV9,other,835,3,0
2017-07-01,RXN,1,5758,1252,1829
2017-07-01,RXN,other,7102,189,324
2017-07-01,Y01231,other,2926,0,0
2017-07-01,RR8,1,17448,2534,5196
2017-07-01,RR8,other,3194,6,0
2017-07-01,Y02875,other,4068,0,0
2017-07-01,RY1,other,2185,0,0
2017-07-01,REP,2,1044,8,98
2017-07-01,Y01069,other,3259,0,0
2017-07-01,RBT,1,5930,566,1878
2017-07-01,RBT,other,1767,1,0
2017-07-01,RXF,1,21359,3118,4878
2017-07-01,RNL,1,8421,569,2019
2017-07-01,RVW,1,3857,215,1555
2017-07-01,RVW,other,9968,16,479
2017-07-01,RTV,other,2010,5,0
2017-07-01,NLO01,other,6820,155,0
2017-07-01,RJL,1,11622,2185,2525
2017-07-01,RJL,other,1647,2,0
2017-07-01,RTF,1,8212,809,4072
2017-07-01,RTF,other,9157,55,20
2017-07-01,RW6,1,24481,4342,5689
2017-07-01,RW6,other,4445,153,104
2017-07-01,RT2,other,3270,0,0
2017-07-01,AC008,other,1230,0,0
2017-07-01,RQ6,1,7851,2424,2253
2017-07-01,RQ6,2,1672,41,39
2017-07-01,RQ6,other,10575,0,0
2017-07-01,RM3,1,8666,731,2889
2017-07-01,AXT02,other,2603,0,0
2017-07-01,RCU,1,4790,70,705
2017-07-01,RHQ,1,9485,1574,2946
2017-07-01,RHQ,2,1271,0,0
2017-07-01,RHQ,other,7030,0,12
2017-07-01,RTR,1,10837,472,2123
2017-07-01,RTR,other,2234,0,13
2017-07-01,RE9,1,5170,235,1269
2017-07-01,RE9,other,956,2,0
2017-07-01,RVY,1,6714,1176,1751
2017-07-01,RVY,other,3368,7,0
2017-07-01,RBN,1,9960,1639,3765
2017-07-01,RBN,other,5745,22,0
2017-07-01,RWJ,1,8635,1876,2669
2017-07-01,RMP,1,7629,794,1800
2017-07-01,RMP,other,4697,0,0
2017-07-01,RTD,1,10359,662,2226
2017-07-01,RTD,2,1791,38,23
2017-07-01,RTD,other,4171,0,8
2017-07-01,RFR,1,8342,1693,1698
2017-07-01,RFR,other,641,0,0
2017-07-01,RM2,1,8793,788,2631
2017-07-01,RTX,1,7953,1443,2052
2017-07-01,RTX,other,2493,104,115
2017-07-01,RWW,1,7094,803,2620
2017-07-01,RWW,other,4188,7,0
2017-07-01,RY7,other,4913,50,0
2017-07-01,RBL,1,8387,2479,2447
2017-07-01,RBL,other,2636,63,0
2017-07-01,NNF18,other,249,0,0
2017-07-01,AJN,other,488,0,0
2017-07-01,RRF,1,7796,824,2138
2017-07-01,RCB,1,9804,2210,3520
2017-07-01,RCB,other,7634,58,0
2017-07-01,RTK,1,8690,867,2055
2017-07-01,RTK,other,1436,0,0
2017-07-01,NTV0B,other,3427,0,0
2017-07-01,NQT10,other,3558,0,0
2017-07-01,RWX,other,5844,0,0
2017-07-01,Y04538,other,3674,0,0
2017-07-01,RXH,1,13120,2597,3523
2017-07-01,RXH,2,1229,3,32
2017-07-01,NLW,other,4688,6,0
2017-07-01,RXQ,1,7385,1102,3005
2017-07-01,RXQ,2,1408,0,485
2017-07-01,RXQ,other,3954,57,0
2017-07-01,Y00058,other,2068,43,0
2017-07-01,NLT02,other,1116,0,0
2017-07-01,RN7,1,8930,741,2535
2017-07-01,RN7,other,1961,1,0
2017-07-01,RBD,1,3886,109,1262
2017-07-01,RBD,other,4820,1,0
2017-07-01,RVV,1,14143,5287,4270
2017-07-01,RVV,other,4272,20,390
2017-07-01,RXC,1,10596,1308,2874
2017-07-01,DD401,other,1394,0,0
2017-07-01,RDU,1,20686,1751,6015
2017-07-01,R1J,other,6472,33,4
2017-07-01,RTE,1,12378,2043,3647
2017-07-01,RN3,1,6177,1236,2077
2017-07-01,RN3,other,6252,265,0
2017-07-01,RN5,1,9809,678,2254
2017-07-01,RN5,other,1323,0,0
2017-07-01,NDA57,other,688,2,0
2017-07-01,R1F,1,4452,623,888
2017-07-01,R1F,other,831,0,0
2017-07-01,RYY,other,7425,28,0
2017-07-01,NR5,other,4636,7,0
2017-07-01,RWF,1,12604,1003,3750
2017-07-01,RWF,other,2231,1,0
2017-07-01,RPA,1,10581,1219,2332
2017-07-01,RVJ,1,7634,1855,2443
2017-07-01,RBZ,1,4186,387,1154
2017-07-01,RBZ,other,4864,0,0
2017-07-01,L83087,other,210,0,0
2017-07-01,RNU,other,3080,93,0
2017-07-01,RTH,1,11763,2592,2921
2017-07-01,RTH,2,1706,0,84
2017-07-01,NQT5H,other,815,6,0
2017-07-01,RK9,1,9037,1452,3036
2017-07-01,RK9,2,249,0,0
2017-07-01,RD3,1,6200,566,1634
2017-07-01,RD3,other,1730,1,0
2017-07-01,RHU,1,9913,2780,2990
2017-07-01,RHU,2,792,1,0
2017-07-01,RHU,other,2306,2,2
2017-07-01,RPC,other,1097,0,26
2017-07-01,RHW,1,9700,483,2918
2017-07-01,RHW,2,1624,16,4
2017-07-01,REF,1,6957,1371,2774
2017-07-01,REF,other,13516,63,34
2017-07-01,RH8,1,8844,492,1868
2017-07-01,RH8,other,1109,0,0
2017-07-01,RA2,1,6073,238,2087
2017-07-01,RD1,1,6084,408,2047
2017-07-01,RD1,other,1068,7,83
2017-07-01,RNZ,1,4141,191,1127
2017-07-01,RNZ,2,270,0,0
2017-07-01,Y02666,other,1537,0,0
2017-07-01,RH5,other,8471,33,0
2017-07-01,RYF,other,1398,8,0
2017-07-01,NTP11,other,4448,3,0
2017-07-01,RW1,other,2105,16,4
2017-07-01,NTPAD,other,4822,25,0
2017-07-01,RTP,1,8342,531,2503
2017-07-01,RDR,other,9985,174,0
2017-07-01,RBA,1,6319,364,1902
2017-07-01,AAH,other,203,0,0
2017-07-01,RDZ,1,7052,660,2028
2017-07-01,RDZ,2,1522,1,10
2017-07-01,RA9,1,6797,644,2614
2017-07-01,RA9,other,3697,0,0
2017-07-01,RHM,1,9153,907,3429
2017-07-01,RHM,2,1598,21,11
2017-07-01,RA7,1,9303,997,2901
2017-07-01,RA7,2,1927,66,11
2017-07-01,Y02584,other,432,0,0
2017-07-01,RYR,1,12536,844,3309
2017-07-01,RYR,other,1052,2,0
2017-07-01,RA3,1,3958,376,1032
2017-07-01,G82071,other,2696,0,0
2017-07-01,NTV0W,other,3537,5,0
2017-07-01,NLX24,other,1526,0,0
2017-07-01,RA4,1,4221,91,1362
2017-06-01,RF4,1,20127,2916,4481
2017-06-01,RF4,2,767,2,0
2017-06-01,RF4,other,2728,3,0
2017-06-01,R1H,1,28006,4029,6414
2017-06-01,R1H,2,775,6,0
2017-06-01,R1H,other,10432,89,0
2017-06-01,AD913,other,4560,7,0
2017-06-01,RYX,other,18876,237,0
2017-06-01,RQM,1,16675,1169,3542
2017-06-01,RQM,other,7682,40,0
2017-06-01,RJ6,1,6332,1228,2122
2017-06-01,RJ6,other,8018,121,0
2017-06-01,Y02696,other,976,0,0
2017-06-01,RVR,1,12424,640,3419
2017-06-01,RVR,2,486,0,15
2017-06-01,RJ1,1,11798,1454,3184
2017-06-01,RJ1,2,836,0,0
2017-06-01,RJ1,other,2688,6,0
2017-06-01,Y03082,other,3737,0,0
2017-06-01,RQX,1,10247,509,1680
2017-06-01,RY9,other,4659,0,0
2017-06-01,RYJ,1,9370,1992,3262
2017-06-01,RYJ,2,4237,56,13
2017-06-01,RYJ,other,10364,329,0
2017-06-01,RJZ,1,17358,3348,4626
2017-06-01,RJZ,2,1798,4,0
2017-06-01,RJZ,other,5373,217,0
2017-06-01,RAX,1,8784,970,1969
2017-06-01,RAX,2,1097,1,0
2017-06-01,RJ2,1,17705,1313,4371
2017-06-01,RJ2,other,7022,155,0
2017-06-01,R1K,1,11649,3781,4890
2017-06-01,R1K,other,16268,156,0
2017-06-01,RP6,2,8395,106,24
2017-06-01,RAT,other,5683,24,0
2017-06-01,RAP,1,14542,2598,2309
2017-06-01,Y02973,other,749,0,0
2017-06-01,RAL,1,18670,2865,3696
2017-06-01,RAL,other,3320,0,0
2017-06-01,Y03047,other,1750,0,0
2017-06-01,RJ7,1,12986,1134,3847
2017-06-01,RJ7,other,1408,0,0
2017-06-01,F84747,other,2309,0,0
2017-06-01,RAS,1,5458,1649,1893
2017-06-01,RAS,other,8167,52,0
2017-06-01,Y03094,other,3049,0,0
2017-06-01,E84068,other,3137,0,0
2017-06-01,RRV,1,11389,900,2147
2017-06-01,Y02147,other,9991,0,0
2017-06-01,Y03201,other,2339,0,0
2017-06-01,RKE,1,8239,627,1387
2017-06-01,NL7,other,4995,0,0
2017-06-01,8J094,other,2404,0,0
2017-06-01,RDD,1,11910,1232,2818
2017-06-01,RC1,1,6486,266,1911
2017-06-01,M85813,other,3328,0,0
2017-06-01,RQ3,1,4727,164,874
2017-06-01,RJF,1,5354,844,1679
2017-06-01,RJF,other,4810,0,2
2017-06-01,RGT,1,10047,737,3493
2017-06-01,RGT,other,3847,3,23
2017-06-01,RFS,1,6968,553,1834
2017-06-01,NQ108,other,2906,3,0
2017-06-01,RDE,1,7527,1335,2201
2017-06-01,RDE,other,3983,0,0
2017-06-01,Y03571,other,5631,7,0
2017-06-01,RTG,1,11411,2673,3269
2017-06-01,RTG,other,4323,0,53
2017-06-01,RY8,other,6041,1,0
2017-06-01,NNJ,other,1735,5,0
2017-06-01,RWH,1,8836,1706,2878
2017-06-01,RWH,other,4931,11,0
2017-06-01,Y03007,other,2406,0,0
2017-06-01,NQ106,other,703,3,0
2017-06-01,RLT,1,6893,342,1220
2017-06-01,NTPAL,other,2011,0,0
2017-06-01,NEH06,other,2231,0,0
2017-06-01,RR1,1,18958,3705,5604
2017-06-01,RR1,other,3717,27,1153
2017-06-01,RY4,other,1073,11,0
2017-06-01,RGQ,1,7588,688,1964
2017-06-01,RGQ,other,597,0,165
2017-06-01,RGP,1,6817,345,1307
2017-06-01,RGP,other,2,0,0
2017-06-01,RNQ,1,7344,841,2407
2017-06-01,C82038,other,476,0,0
2017-06-01,RY5,other,13832,78,9
2017-06-01,NJS05,other,3954,53,0
2017-06-01,RC9,1,8918,108,2468
2017-06-01,RC9,other,3825,0,0
2017-06-01,C82009,other,397,0,0
2017-06-01,NLO11,other,616,12,0
2017-06-01,NLO09,other,599,5,0
2017-06-01,RQ8,1,8217,1600,2270
2017-06-01,RQ8,other,224,4,0
2017-06-01,RD8,1,7662,1086,1382
2017-06-01,RD8,other,4804,11,0
2017-06-01,Y02652,other,3606,0,0
2017-06-01,RM1,1,10078,974,2599
2017-06-01,RM1,other,1246,0,0
2017-06-01,RGN,1,11931,1118,3135
2017-06-01,RGN,other,797,0,0
2017-06-01,RNS,1,9139,1152,2738
2017-06-01,RNS,2,1131,0,0
2017-06-01,NMH01,other,5691,0,0
2017-06-01,NR3,other,5215,85,0
2017-06-01,RX1,1,14576,2824,3719
2017-06-01,RX1,2,1657,0,0
2017-06-01,RX1,other,221,4,0
2017-06-01,NLO10,other,2747,50,0
2017-06-01,C82010,other,302,0,0
2017-06-01,NLO12,other,323,2,0
2017-06-01,Y02428,other,2156,0,0
2017-06-01,RXK,1,14612,2974,2938
2017-06-01,RXK,2,1200,40,36
2017-06-01,RXK,other,2416,0,0
2017-06-01,RK5,1,8168,369,2325
2017-06-01,RK5,other,4344,46,12
2017-06-01,RXW,1,10557,2429,2268
2017-06-01,RXW,other,1321,0,0
2017-06-01,R1D,other,2397,0,0
2017-06-01,Y02615,other,5282,0,0
2017-06-01,RJC,1,5590,219,1727
2017-06-01,RJC,other,748,0,0
2017-06-01,RAJ,1,8729,811,2233
2017-06-01,Y02470,other,1953,0,0
2017-06-01,Y02961,other,2990,0,0
2017-06-01,RNA,1,8902,888,2426
2017-06-01,RNA,other,4810,0,0
2017-06-01,RQW,1,8625,2159,1793
2017-06-01,RCX,1,5538,906,2201
2017-06-01,RL4,1,11531,1212,2592
2017-06-01,RL4,other,8401,95,0
2017-06-01,RWD,1,13203,2446,3360
2017-06-01,RRK,1,9505,1190,2776
2017-06-01,RKB,1,11566,2679,3954
2017-06-01,RKB,2,2020,17,88
2017-06-01,RKB,other,2415,22,0
2017-06-01,RWE,1,17603,4302,4189
2017-06-01,RWE,2,1706,23,9
2017-06-01,RJE,1,14972,3755,4571
2017-06-01,RJE,2,427,0,0
2017-06-01,RJE,other,4705,50,0
2017-06-01,RBK,1,6261,1501,2043
2017-06-01,RBK,other,3760,0,0
2017-06-01,ATQ02,other,3679,0,0
2017-06-01,RWG,1,7807,1313,2864
2017-06-01,RWG,other,4179,5,0
2017-06-01,RGR,1,5922,265,1956
2017-06-01,RWP,1,10313,2824,3174
2017-06-01,RWP,other,6245,0,0
2017-06-01,RLQ,1,4680,834,1161
2017-06-01,RLQ,other,2781,0,0
2017-06-01,REM,1,7023,2935,2396
2017-06-01,REM,other,6578,0,0
2017-06-01,RCF,1,5424,259,951
2017-06-01,RBS,1,4738,189,978
2017-06-01,NNF70,other,463,0,0
2017-06-01,RFF,1,7062,576,2165
2017-06-01,RXL,1,7262,2149,2161
2017-06-01,RXL,other,9497,3,0
2017-06-01,RMC,1,8793,1491,2056
2017-06-01,RMC,other,948,1,32
2017-06-01,RAE,1,10979,1508,2968
2017-06-01,NNF09,other,1914,3,0
2017-06-01,RY2,other,8017,128,0
2017-06-01,RWY,1,12361,985,2872
2017-06-01,RW3,1,12121,1617,3412
2017-06-01,RW3,2,3520,7,145
2017-06-01,RW3,other,9173,15,113
2017-06-01,RLN,1,7687,643,2595
2017-06-01,RLN,2,2502,14,32
2017-06-01,RLN,other,2850,9,0
2017-06-01,RJR,1,6075,775,1442
2017-06-01,RJR,other,463,3,0
2017-06-01,RXP,1,11379,1259,3316
2017-06-01,RXP,other,7021,0,0
2017-06-01,RNN,other,2184,58,0
2017-06-01,RP5,1,11274,1071,3234
2017-06-01,RP5,other,2921,0,288
2017-06-01,RJN,1,4054,506,938
2017-06-01,RJN,other,120,0,0
2017-06-01,RXR,1,8653,2304,2995
2017-06-01,RXR,other,7669,365,24
2017-06-01,RR7,1,7246,358,1470
2017-06-01,RR7,other,2471,4,0
2017-06-01,RCD,1,4197,152,937
2017-06-01,RCD,other,926,1,0
2017-06-01,NNF99,other,230,0,0
2017-06-01,RWA,1,11408,817,3116
2017-06-01,RWA,other,1374,2,0
2017-06-01,RV9,other,738,0,0
2017-06-01,RXN,1,5352,922,1716
2017-06-01,RXN,other,6803,90,331
2017-06-01,Y01231,other,2747,0,0
2017-06-01,RR8,1,16700,1614,5114
2017-06-01,RR8,other,3012,2,0
2017-06-01,Y02875,other,3874,0,0
2017-06-01,RY1,other,2203,0,0
2017-06-01,REP,2,1010,10,115
2017-06-01,Y01069,other,3014,0,0
2017-06-01,RBT,1,5838,437,1827
2017-06-01,RBT,other,1755,0,0
2017-06-01,RXF,1,20001,2480,4645
2017-06-01,RNL,1,7829,581,1936
2017-06-01,RVW,1,3723,126,1431
2017-06-01,RVW,other,8666,4,418
2017-06-01,RTV,other,1871,0,0
2017-06-01,NLO01,other,6518,143,0
2017-06-01,RJL,1,11396,2219,2386
2017-06-01,RJL,other,1509,4,0
2017-06-01,RTF,1,8022,631,4022
2017-06-01,RTF,other,8618,79,19
2017-06-01,RW6,1,22845,4287,5433
2017-06-01,RW6,other,4173,178,111
2017-06-01,RT2,other,2524,0,0
2017-06-01,AC008,other,1153,0,0
2017-06-01,RQ6,1,7515,1890,2226
2017-06-01,RQ6,2,1728,29,47
2017-06-01,RQ6,other,10357,0,0
2017-06-01,RM3,1,8654,1408,2788
2017-06-01,AXT02,other,2848,0,0
2017-06-01,RCU,1,4728,82,639
2017-06-01,RHQ,1,9006,1174,2611
2017-06-01,RHQ,2,1328,0,5
2017-06-01,RHQ,other,6798,3,7
2017-06-01,RTR,1,10520,414,1961
2017-06-01,RTR,other,2240,0,17
2017-06-01,RE9,1,4943,170,1159
2017-06-01,RE9,other,1070,0,0
2017-06-01,RVY,1,6368,927,1836
2017-06-01,RVY,other,3331,12,0
2017-06-01,RBN,1,9094,1936,3577
2017-06-01,RBN,other,5410,13,0
2017-06-01,RWJ,1,8022,1177,2508
2017-06-01,RMP,1,7215,671,1729
2017-06-01,RTD,1,9749,658,2024
