period,org_code,type,attendances,breaches,admissions
Jul-17,RD1,other,1068,7,83
Jul-17,RNZ,1,4141,191,1127
Jul-17,RNZ,2,270,0,0
Jul-17,Y02666,other,1537,0,0
Jul-17,RH5,other,8471,33,0
Jul-17,RYF,other,1398,8,0
Jul-17,NTP11,other,4448,3,0
Jul-17,RW1,other,2105,16,4
Jul-17,NTPAD,other,4822,25,0
Jul-17,RTP,1,8342,531,2503
Jul-17,RDR,other,9985,174,0
Jul-17,RBA,1,6319,364,1902
Jul-17,AAH,other,203,0,0
Jul-17,RDZ,1,7052,660,2028
Jul-17,RDZ,2,1522,1,10
Jul-17,RA9,1,6797,644,2614
Jul-17,RA9,other,3697,0,0
Jul-17,RHM,1,9153,907,3429
Jul-17,RHM,2,1598,21,11
Jul-17,RA7,1,9303,997,2901
Jul-17,RA7,2,1927,66,11
Jul-17,Y02584,other,432,0,0
Jul-17,RYR,1,12536,844,3309
Jul-17,RYR,other,1052,2,0
Jul-17,RA3,1,3958,376,1032
Jul-17,G82071,other,2696,0,0
Jul-17,NTV0W,other,3537,5,0
Jul-17,NLX24,other,1526,0,0
Jul-17,RA4,1,4221,91,1362
Jun-17,RF4,1,20127,2916,4481
Jun-17,RF4,2,767,2,0
Jun-17,RF4,other,2728,3,0
Jun-17,R1H,1,28006,4029,6414
Jun-17,R1H,2,775,6,0
Jun-17,R1H,other,10432,89,0
Jun-17,AD913,other,4560,7,0
Jun-17,RYX,other,18876,237,0
Jun-17,RQM,1,16675,1169,3542
Jun-17,RQM,other,7682,40,0
Jun-17,RJ6,1,6332,1228,2122
Jun-17,RJ6,other,8018,121,0
Jun-17,Y02696,other,976,0,0
Jun-17,RVR,1,12424,640,3419
Jun-17,RVR,2,486,0,15
Jun-17,RJ1,1,11798,1454,3184
Jun-17,RJ1,2,836,0,0
Jun-17,RJ1,other,2688,6,0
Jun-17,Y03082,other,3737,0,0
Jun-17,RQX,1,10247,509,1680
Jun-17,RY9,other,4659,0,0
Jun-17,RYJ,1,9370,1992,3262
Jun-17,RYJ,2,4237,56,13
Jun-17,RYJ,other,10364,329,0
Jun-17,RJZ,1,17358,3348,4626
Jun-17,RJZ,2,1798,4,0
Jun-17,RJZ,other,5373,217,0
Jun-17,RAX,1,8784,970,1969
Jun-17,RAX,2,1097,1,0
Jun-17,RJ2,1,17705,1313,4371
Jun-17,RJ2,other,7022,155,0
Jun-17,R1K,1,11649,3781,4890
Jun-17,R1K,other,16268,156,0
Jun-17,RP6,2,8395,106,24
Jun-17,RAT,other,5683,24,0
Jun-17,RAP,1,14542,2598,2309
Jun-17,Y02973,other,749,0,0
Jun-17,RAL,1,18670,2865,3696
Jun-17,RAL,other,3320,0,0
Jun-17,Y03047,other,1750,0,0
Jun-17,RJ7,1,12986,1134,3847
Jun-17,RJ7,other,1408,0,0
Jun-17,F84747,other,2309,0,0
Jun-17,RAS,1,5458,1649,1893
Jun-17,RAS,other,8167,52,0
Jun-17,Y03094,other,3049,0,0
Jun-17,E84068,other,3137,0,0
Jun-17,RRV,1,11389,900,2147
Jun-17,Y02147,other,9991,0,0
Jun-17,Y03201,other,2339,0,0
Jun-17,RKE,1,8239,627,1387
Jun-17,NL7,other,4995,0,0
Jun-17,8J094,other,2404,0,0
Jun-17,RDD,1,11910,1232,2818
Jun-17,RC1,1,6486,266,1911
Jun-17,M85813,other,3328,0,0
Jun-17,RQ3,1,4727,164,874
Jun-17,RJF,1,5354,844,1679
Jun-17,RJF,other,4810,0,2
Jun-17,RGT,1,10047,737,3493
Jun-17,RGT,other,3847,3,23
Jun-17,RFS,1,6968,553,1834
Jun-17,NQ108,other,2906,3,0
Jun-17,RDE,1,7527,1335,2201
Jun-17,RDE,other,3983,0,0
Jun-17,Y03571,other,5631,7,0
Jun-17,RTG,1,11411,2673,3269
Jun-17,RTG,other,4323,0,53
Jun-17,RY8,other,6041,1,0
Jun-17,NNJ,other,1735,5,0
Jun-17,RWH,1,8836,1706,2878
Jun-17,RWH,other,4931,11,0
Jun-17,Y03007,other,2406,0,0
Jun-17,NQ106,other,703,3,0
Jun-17,RLT,1,6893,342,1220
Jun-17,NTPAL,other,2011,0,0
Jun-17,NEH06,other,2231,0,0
Jun-17,RR1,1,18958,3705,5604
Jun-17,RR1,other,3717,27,1153
Jun-17,RY4,other,1073,11,0
Jun-17,RGQ,1,7588,688,1964
Jun-17,RGQ,other,597,0,165
Jun-17,RGP,1,6817,345,1307
Jun-17,RGP,other,2,0,0
Jun-17,RNQ,1,7344,841,2407
Jun-17,C82038,other,476,0,0
Jun-17,RY5,other,13832,78,9
Jun-17,NJS05,other,3954,53,0
Jun-17,RC9,1,8918,108,2468
Jun-17,RC9,other,3825,0,0
Jun-17,C82009,other,397,0,0
Jun-17,NLO11,other,616,12,0
Jun-17,NLO09,other,599,5,0
Jun-17,RQ8,1,8217,1600,2270
Jun-17,RQ8,other,224,4,0
Jun-17,RD8,1,7662,1086,1382
Jun-17,RD8,other,4804,11,0
Jun-17,Y02652,other,3606,0,0
Jun-17,RM1,1,10078,974,2599
Jun-17,RM1,other,1246,0,0
Jun-17,RGN,1,11931,1118,3135
Jun-17,RGN,other,797,0,0
Jun-17,RNS,1,9139,1152,2738
Jun-17,RNS,2,1131,0,0
Jun-17,NMH01,other,5691,0,0
Jun-17,NR3,other,5215,85,0
Jun-17,RX1,1,14576,2824,3719
Jun-17,RX1,2,1657,0,0
Jun-17,RX1,other,221,4,0
Jun-17,NLO10,other,2747,50,0
Jun-17,C82010,other,302,0,0
Jun-17,NLO12,other,323,2,0
Jun-17,Y02428,other,2156,0,0
Jun-17,RXK,1,14612,2974,2938
Jun-17,RXK,2,1200,40,36
Jun-17,RXK,other,2416,0,0
Jun-17,RK5,1,8168,369,2325
Jun-17,RK5,other,4344,46,12
Jun-17,RXW,1,10557,2429,2268
Jun-17,RXW,other,1321,0,0
Jun-17,R1D,other,2397,0,0
Jun-17,Y02615,other,5282,0,0
Jun-17,RJC,1,5590,219,1727
Jun-17,RJC,other,748,0,0
Jun-17,RAJ,1,8729,811,2233
Jun-17,Y02470,other,1953,0,0
Jun-17,Y02961,other,2990,0,0
Jun-17,RNA,1,8902,888,2426
Jun-17,RNA,other,4810,0,0
Jun-17,RQW,1,8625,2159,1793
Jun-17,RCX,1,5538,906,2201
Jun-17,RL4,1,11531,1212,2592
Jun-17,RL4,other,8401,95,0
Jun-17,RWD,1,13203,2446,3360
Jun-17,RRK,1,9505,1190,2776
Jun-17,RKB,1,11566,2679,3954
Jun-17,RKB,2,2020,17,88
Jun-17,RKB,other,2415,22,0
Jun-17,RWE,1,17603,4302,4189
Jun-17,RWE,2,1706,23,9
Jun-17,RJE,1,14972,3755,4571
Jun-17,RJE,2,427,0,0
Jun-17,RJE,other,4705,50,0
Jun-17,RBK,1,6261,1501,2043
Jun-17,RBK,other,3760,0,0
Jun-17,ATQ02,other,3679,0,0
Jun-17,RWG,1,7807,1313,2864
Jun-17,RWG,other,4179,5,0
Jun-17,RGR,1,5922,265,1956
Jun-17,RWP,1,10313,2824,3174
Jun-17,RWP,other,6245,0,0
Jun-17,RLQ,1,4680,834,1161
Jun-17,RLQ,other,2781,0,0
Jun-17,REM,1,7023,2935,2396
Jun-17,REM,other,6578,0,0
Jun-17,RCF,1,5424,259,951
Jun-17,RBS,1,4738,189,978
Jun-17,NNF70,other,463,0,0
Jun-17,RFF,1,7062,576,2165
Jun-17,RXL,1,7262,2149,2161
Jun-17,RXL,other,9497,3,0
Jun-17,RMC,1,8793,1491,2056
Jun-17,RMC,other,948,1,32
Jun-17,RAE,1,10979,1508,2968
Jun-17,NNF09,other,1914,3,0
Jun-17,RY2,other,8017,128,0
Jun-17,RWY,1,12361,985,2872
Jun-17,RW3,1,12121,1617,3412
Jun-17,RW3,2,3520,7,145
Jun-17,RW3,other,9173,15,113
Jun-17,RLN,1,7687,643,2595
Jun-17,RLN,2,2502,14,32
Jun-17,RLN,other,2850,9,0
Jun-17,RJR,1,6075,775,1442
Jun-17,RJR,other,463,3,0
Jun-17,RXP,1,11379,1259,3316
Jun-17,RXP,other,7021,0,0
Jun-17,RNN,other,2184,58,0
Jun-17,RP5,1,11274,1071,3234
Jun-17,RP5,other,2921,0,288
Jun-17,RJN,1,4054,506,938
Jun-17,RJN,other,120,0,0
Jun-17,RXR,1,8653,2304,2995
Jun-17,RXR,other,7669,365,24
Jun-17,RR7,1,7246,358,1470
Jun-17,RR7,other,2471,4,0
Jun-17,RCD,1,4197,152,937
Jun-17,RCD,other,926,1,0
Jun-17,NNF99,other,230,0,0
Jun-17,RWA,1,11408,817,3116
Jun-17,RWA,other,1374,2,0
Jun-17,RV9,other,738,0,0
Jun-17,RXN,1,5352,922,1716
Jun-17,RXN,other,6803,90,331
Jun-17,Y01231,other,2747,0,0
Jun-17,RR8,1,16700,1614,5114
Jun-17,RR8,other,3012,2,0
Jun-17,Y02875,other,3874,0,0
Jun-17,RY1,other,2203,0,0
Jun-17,REP,2,1010,10,115
Jun-17,Y01069,other,3014,0,0
Jun-17,RBT,1,5838,437,1827
Jun-17,RBT,other,1755,0,0
Jun-17,RXF,1,20001,2480,4645
Jun-17,RNL,1,7829,581,1936
Jun-17,RVW,1,3723,126,1431
Jun-17,RVW,other,8666,4,418
Jun-17,RTV,other,1871,0,0
Jun-17,NLO01,other,6518,143,0
Jun-17,RJL,1,11396,2219,2386
Jun-17,RJL,other,1509,4,0
Jun-17,RTF,1,8022,631,4022
Jun-17,RTF,other,8618,79,19
Jun-17,RW6,1,22845,4287,5433
Jun-17,RW6,other,4173,178,111
Jun-17,RT2,other,2524,0,0
Jun-17,AC008,other,1153,0,0
Jun-17,RQ6,1,7515,1890,2226
Jun-17,RQ6,2,1728,29,47
Jun-17,RQ6,other,10357,0,0
Jun-17,RM3,1,8654,1408,2788
Jun-17,AXT02,other,2848,0,0
Jun-17,RCU,1,4728,82,639
Jun-17,RHQ,1,9006,1174,2611
Jun-17,RHQ,2,1328,0,5
Jun-17,RHQ,other,6798,3,7
Jun-17,RTR,1,10520,414,1961
Jun-17,RTR,other,2240,0,17
Jun-17,RE9,1,4943,170,1159
Jun-17,RE9,other,1070,0,0
Jun-17,RVY,1,6368,927,1836
Jun-17,RVY,other,3331,12,0
Jun-17,RBN,1,9094,1936,3577
Jun-17,RBN,other,5410,13,0
Jun-17,RWJ,1,8022,1177,2508
Jun-17,RMP,1,7215,671,1729
Jun-17,RTD,1,9749,658,2024
Jun-17,RTD,2,1824,30,28
Jun-17,RTD,other,4140,0,4
Jun-17,RFR,1,6283,1296,1538
Jun-17,RFR,other,3842,0,0
Jun-17,RM2,1,8388,827,2467
Jun-17,RTX,1,7570,1019,1928
Jun-17,RTX,other,1948,59,81
Jun-17,RWW,1,6909,1046,2559
Jun-17,RWW,other,4062,9,1
Jun-17,RY7,other,4345,74,0
Jun-17,RBL,1,8023,1919,2445
Jun-17,RBL,other,2388,44,0
Jun-17,NNF18,other,243,0,0
Jun-17,AJN,other,505,0,0
Jun-17,RRF,1,7737,1105,2026
Jun-17,RCB,1,9358,1312,3444
Jun-17,RCB,other,6972,16,0
Jun-17,RTK,1,8464,1086,1996
Jun-17,RTK,other,1344,0,0
Jun-17,NTV0B,other,3090,9,0
Jun-17,NQT10,other,3404,10,0
Jun-17,RWX,other,5684,0,0
Jun-17,Y04538,other,3259,0,0
Jun-17,RXH,1,12618,1844,3468
Jun-17,RXH,2,1084,0,24
Jun-17,NLW,other,4613,8,0
Jun-17,RXQ,1,7304,1027,3109
Jun-17,RXQ,2,1456,0,560
Jun-17,RXQ,other,3768,44,0
Jun-17,Y00058,other,2032,68,0
Jun-17,NLT02,other,1100,0,0
Jun-17,RJ8,other,10123,39,7
Jun-17,RN7,1,8257,1096,2356
Jun-17,RN7,other,1986,2,0
Jun-17,RBD,1,3808,154,1361
Jun-17,RBD,other,4546,2,0
Jun-17,RVV,1,13201,3869,3992
Jun-17,RVV,other,4583,16,840
Jun-17,RXC,1,10050,1204,2681
Jun-17,DD401,other,1280,1,0
Jun-17,RDU,1,20339,1774,5763
Jun-17,R1J,other,6738,61,1
Jun-17,RTE,1,11850,2380,3606
Jun-17,RN3,1,6239,1399,1892
Jun-17,RN3,other,6387,130,0
Jun-17,RN5,1,9556,1001,2302
Jun-17,RN5,other,1321,0,0
Jun-17,NDA57,other,830,4,0
Jun-17,R1F,1,3834,978,868
Jun-17,R1F,other,1271,0,0
Jun-17,RYY,other,7422,9,0
Jun-17,NR5,2,5,0,0
Jun-17,NR5,other,4150,0,0
Jun-17,RWF,1,12279,1091,3709
Jun-17,RWF,other,2301,0,0
Jun-17,RPA,1,9978,893,2258
Jun-17,RVJ,1,7505,1566,2342
Jun-17,RBZ,1,3831,520,1122
Jun-17,RBZ,other,4434,0,0
Jun-17,L83087,other,194,0,0
Jun-17,RNU,other,3181,91,0
Jun-17,RTH,1,11705,2316,2980
Jun-17,RTH,2,1743,0,69
Jun-17,NQT5H,other,801,2,0
Jun-17,RK9,1,8436,1164,2891
Jun-17,RK9,2,257,0,0
Jun-17,RD3,1,5798,605,1589
Jun-17,RD3,other,1749,0,0
Jun-17,RHU,1,9616,2345,2964
Jun-17,RHU,2,844,0,0
Jun-17,RHU,other,2286,4,4
Jun-17,RPC,other,1057,10,34
Jun-17,RHW,1,9565,460,3091
Jun-17,RHW,2,1596,4,3
Jun-17,REF,1,6379,1183,2648
Jun-17,REF,other,1893,13,14
Jun-17,RH8,1,8244,600,1871
Jun-17,RH8,other,921,0,0
Jun-17,RA2,1,6024,153,2004
Jun-17,RD1,1,5876,651,2029
Jun-17,RD1,other,978,13,107
Jun-17,RNZ,1,4002,184,1038
Jun-17,RNZ,2,271,0,0
Jun-17,Y02666,other,1378,0,0
Jun-17,RH5,other,8231,31,0
Jun-17,RYF,other,1342,5,0
Jun-17,NTP11,other,4548,16,0
Jun-17,RW1,other,2797,15,7
Jun-17,NTPAD,other,4579,7,0
Jun-17,RTP,1,8308,598,2516
Jun-17,RDR,other,8178,273,0
Jun-17,RBA,1,6005,380,1838
Jun-17,AAH,other,205,0,0
Jun-17,RDZ,1,6617,615,1843
Jun-17,RDZ,2,1465,0,5
Jun-17,RA9,1,6458,766,2626
Jun-17,RA9,other,3531,0,0
Jun-17,RHM,1,8547,1304,3314
Jun-17,RHM,2,1543,35,10
Jun-17,RA7,1,8851,1263,2767
Jun-17,RA7,2,1904,40,15
Jun-17,RYR,1,11971,799,3210
Jun-17,RYR,other,992,4,0
Jun-17,RA3,1,4457,479,1075
Jun-17,G82071,other,2651,0,0
Jun-17,NTV0W,other,3019,2,0
Jun-17,NLX24,other,1478,22,0
Jun-17,RA4,1,4151,99,1396
May-17,RF4,1,21821,4312,4820
May-17,RF4,2,684,0,0
May-17,RF4,other,2888,1,0
May-17,R1H,1,29615,6075,6339
May-17,R1H,2,733,27,0
May-17,R1H,other,11196,164,0
May-17,AD913,other,4734,3,0
May-17,RYX,other,19780,145,0
May-17,RQM,1,17871,1960,3825
May-17,RQM,other,8117,52,0
May-17,RJ6,1,6439,967,2141
May-17,RJ6,other,7379,245,0
May-17,Y02696,other,1173,0,0
May-17,RVR,1,13172,606,3659
May-17,RVR,2,499,1,3
May-17,RJ1,1,12697,2202,3284
May-17,RJ1,2,868,0,0
May-17,RJ1,other,2943,2,0
May-17,Y03082,other,3540,0,0
May-17,RQX,1,10953,781,1755
May-17,RY9,other,4670,1,0
May-17,RYJ,1,9974,2204,3265
May-17,RYJ,2,4600,23,9
May-17,RYJ,other,11256,249,0
May-17,RJZ,1,17830,3364,4598
May-17,RJZ,2,1783,2,0
May-17,RJZ,other,5333,186,0
May-17,RAX,1,9376,1146,2075
May-17,RAX,2,1084,0,0
May-17,RJ2,1,18334,2525,4449
May-17,RJ2,other,7250,192,0
May-17,R1K,1,12321,4442,4974
May-17,R1K,other,16903,136,0
May-17,RP6,2,8829,178,13
May-17,RAT,other,5600,31,0
May-17,RAP,1,15243,2490,2439
May-17,Y02973,other,721,0,0
May-17,RAL,1,19661,2251,4302
May-17,RAL,other,3493,0,0
May-17,Y03047,other,1988,0,0
May-17,RJ7,1,13709,1562,4176
May-17,RJ7,other,1422,0,0
May-17,F84747,other,2479,0,0
May-17,RAS,1,5857,1837,2120
May-17,RAS,other,8536,158,0
May-17,Y03094,other,3094,0,0
May-17,E84068,other,3302,0,0
May-17,RRV,1,12313,1204,2095
May-17,Y02147,other,10173,0,0
May-17,Y03201,other,2438,0,0
May-17,RKE,1,8699,566,1369
May-17,NL7,other,5607,0,0
May-17,8J094,other,2666,0,0
May-17,RDD,1,12315,1042,2909
May-17,RC1,1,6625,322,2096
May-17,M85813,other,3035,0,0
May-17,RQ3,1,5296,317,918
May-17,RJF,1,5676,704,1734
May-17,RJF,other,4752,0,3
May-17,RGT,1,9954,683,3574
May-17,RGT,other,3643,0,23
May-17,RFS,1,6972,752,2018
May-17,NQ108,other,2749,4,0
May-17,RDE,1,7658,1536,2374
May-17,RDE,other,4749,0,0
May-17,Y03571,other,5944,8,0
May-17,RTG,1,11872,1759,3440
May-17,RTG,other,4641,0,47
May-17,RY8,other,5798,0,0
May-17,NNJ,other,1751,2,0
May-17,RWH,1,8795,2064,2958
May-17,RWH,other,4328,27,0
May-17,Y03007,other,2513,0,0
May-17,NQ106,other,626,1,0
May-17,RLT,1,6680,263,1223
May-17,NTPAL,other,2210,0,0
May-17,NEH06,other,2218,2,0
May-17,RR1,1,20133,3973,5844
May-17,RR1,other,3801,45,1339
May-17,RY4,other,980,1,0
May-17,RGQ,1,7599,635,2020
May-17,RGQ,other,564,0,169
May-17,RGP,1,6580,314,1294
May-17,RGP,other,42,0,0
May-17,RNQ,1,7661,1052,2590
May-17,C82038,other,415,0,0
May-17,RY5,other,13784,137,14
May-17,NJS05,other,4340,93,0
May-17,RC9,1,9186,144,2567
May-17,RC9,other,4415,0,0
May-17,C82009,other,387,0,0
May-17,NLO11,other,751,5,0
May-17,NLO09,other,615,3,0
May-17,RQ8,1,8184,1202,2327
May-17,RQ8,other,235,7,0
May-17,RD8,1,7877,1025,1444
May-17,RD8,other,5097,18,0
May-17,Y02652,other,4144,0,0
May-17,RM1,1,10299,887,2674
May-17,RM1,other,1138,1,0
May-17,RGN,1,12300,1994,3177
May-17,RGN,other,815,2,1
May-17,RNS,1,9123,1494,2755
May-17,RNS,2,1062,0,0
May-17,NMH01,other,6051,0,0
May-17,NR3,other,4590,335,0
May-17,RX1,1,15608,3437,4040
May-17,RX1,2,1557,19,0
May-17,RX1,other,223,1,0
May-17,NLO10,other,3183,72,0
May-17,C82010,other,303,0,0
May-17,NLO12,other,340,0,0
May-17,Y02428,other,2455,0,0
May-17,RXK,1,15314,3510,3190
May-17,RXK,2,1235,39,30
May-17,RXK,other,2704,0,0
May-17,RK5,1,8676,561,2361
May-17,RK5,other,4576,29,20
May-17,RXW,1,10732,2722,2339
May-17,RXW,other,1374,0,0
May-17,R1D,other,2282,4,0
May-17,Y02615,other,5596,0,0
May-17,RJC,1,5672,349,1768
May-17,RJC,other,702,0,0
May-17,RAJ,1,8733,721,2314
May-17,Y02470,other,2129,0,0
May-17,Y02961,other,3288,0,0
May-17,RNA,1,9013,1208,2514
May-17,RNA,other,6204,2,0
May-17,RQW,1,8649,1897,2017
May-17,RCX,1,5699,512,2184
May-17,RL4,1,11858,1148,2726
May-17,RL4,other,9165,88,0
May-17,RWD,1,13237,3063,3433
May-17,RRK,1,10122,1558,2846
May-17,RKB,1,12090,3288,4155
May-17,RKB,2,1982,26,95
May-17,RKB,other,2349,2,4
May-17,RWE,1,18691,4813,4167
May-17,RWE,2,1749,40,11
May-17,RJE,1,15618,4273,4730
May-17,RJE,2,405,0,0
May-17,RJE,other,4996,41,0
May-17,RBK,1,6453,1841,1990
May-17,RBK,other,3558,0,0
May-17,ATQ02,other,3879,0,0
May-17,RWG,1,8003,1913,2695
May-17,RWG,other,4023,8,0
May-17,RGR,1,5971,319,1992
May-17,RWP,1,10386,2813,3144
May-17,RWP,other,5851,0,0
May-17,RLQ,1,4747,912,1130
May-17,RLQ,other,3281,0,0
May-17,REM,1,7422,3081,2481
May-17,REM,other,7094,0,0
May-17,RCF,1,5764,361,1060
May-17,RBS,1,5175,230,984
May-17,NNF70,other,457,0,0
May-17,RFF,1,7334,651,2181
May-17,RXL,1,7588,2541,2244
May-17,RXL,other,9353,6,0
May-17,RMC,1,9081,1384,2235
May-17,RMC,other,1081,2,24
May-17,RAE,1,12000,2175,3160
May-17,NNF09,other,1915,3,0
May-17,RY2,other,7734,210,0
May-17,RWY,1,13267,1975,2849
May-17,RW3,1,12976,1667,3701
May-17,RW3,2,3576,7,161
May-17,RW3,other,10208,33,122
May-17,RLN,1,8083,831,2633
May-17,RLN,2,2464,11,41
May-17,RLN,other,3074,4,0
May-17,RJR,1,6438,1035,1579
May-17,RJR,other,502,34,0
May-17,RXP,1,11592,1772,3427
May-17,RXP,other,7678,0,0
May-17,RNN,other,2236,48,0
May-17,RP5,1,11430,1239,3351
May-17,RP5,other,2966,0,236
May-17,RJN,1,4238,617,979
May-17,RJN,other,260,0,0
May-17,RXR,1,9443,2646,3286
May-17,RXR,other,8349,314,26
May-17,RR7,1,7479,352,1526
May-17,RR7,other,2632,0,0
May-17,RCD,1,4364,229,1027
May-17,RCD,other,934,0,0
May-17,NNF99,other,252,0,0
May-17,RWA,1,11839,993,3365
May-17,RWA,other,1450,5,0
May-17,RV9,other,704,0,0
May-17,RXN,1,5895,1251,1840
May-17,RXN,other,6951,107,379
May-17,Y01231,other,2571,0,0
May-17,RR8,1,18560,2466,5512
May-17,RR8,other,2500,0,0
May-17,Y02875,other,4247,0,0
May-17,RY1,other,2181,0,0
May-17,REP,2,1090,23,105
May-17,Y01069,other,3357,0,0
May-17,RBT,1,6203,736,1959
May-17,RBT,other,1687,0,0
May-17,RXF,1,20853,2793,4875
May-17,RNL,1,7696,784,2109
May-17,RVW,1,4003,242,1533
May-17,RVW,other,9445,12,395
May-17,RTV,other,1958,0,0
May-17,NLO01,other,6966,78,0
May-17,RJL,1,11583,1933,2429
May-17,RJL,other,1488,1,1
May-17,RTF,1,8136,1199,4051
May-17,RTF,other,8969,49,31
May-17,RW6,1,23670,3700,5705
May-17,RW6,other,4587,137,113
May-17,RT2,other,3189,1,0
May-17,AC008,other,1178,0,0
May-17,RQ6,1,7951,2537,2294
May-17,RQ6,2,1597,4,29
May-17,RQ6,other,11119,0,0
May-17,RM3,1,8810,1579,2757
May-17,AXT02,other,3100,0,0
May-17,RCU,1,4983,92,698
May-17,RHQ,1,9498,1582,2887
May-17,RHQ,2,1196,0,0
May-17,RHQ,other,7179,0,5
May-17,RTR,1,11022,678,1932
May-17,RTR,other,2378,0,20
May-17,RE9,1,5059,188,1210
May-17,RE9,other,1006,0,0
May-17,RVY,1,6720,967,1892
May-17,RVY,other,2805,43,0
May-17,RBN,1,9250,2181,3667
May-17,RBN,other,5688,39,0
May-17,RWJ,1,8414,1122,2703
May-17,RMP,1,7695,1195,1845
May-17,RTD,1,10983,1177,2196
May-17,RTD,2,1881,35,19
May-17,RTD,other,4671,0,2
May-17,RFR,1,6441,1278,1598
May-17,RFR,other,4280,0,0
May-17,RM2,1,8569,632,2537
May-17,RTX,1,7821,1336,2096
May-17,RTX,other,1791,62,60
May-17,RWW,1,7119,797,2772
May-17,RWW,other,4092,9,0
May-17,RY7,other,4723,72,0
May-17,RBL,1,8270,2120,2491
May-17,RBL,other,2491,54,0
May-17,NNF18,other,240,0,0
May-17,AJN,other,494,0,0
May-17,RRF,1,7706,716,2124
May-17,RCB,1,9531,1958,3527
May-17,RCB,other,7327,60,0
May-17,RTK,1,8725,1186,2037
May-17,RTK,other,1569,0,0
May-17,NTV0B,other,3316,12,0
May-17,NQT10,other,3703,27,0
May-17,RWX,other,5983,0,0
May-17,Y04538,other,3404,0,0
May-17,RXH,1,12891,1692,3629
May-17,RXH,2,1113,1,19
May-17,NLW,other,4732,10,0
May-17,RXQ,1,7646,1049,3126
May-17,RXQ,2,1402,0,542
May-17,RXQ,other,3750,34,0
May-17,Y00058,other,2373,36,0
May-17,NLT02,other,1116,0,0
May-17,RJ8,other,10004,41,4
May-17,RN7,1,8898,1583,2490
May-17,RN7,other,1911,5,0
May-17,RBD,1,3854,130,1341
May-17,RBD,other,4463,1,0
May-17,RVV,1,13208,4250,3504
May-17,RVV,other,5146,11,425
May-17,RXC,1,10063,1874,2638
May-17,DD401,other,929,0,0
May-17,RDU,1,21147,2074,6090
May-17,R1J,other,6616,33,0
May-17,RTE,1,11764,2357,3769
May-17,RN3,1,6362,874,1972
May-17,RN3,other,6533,176,0
May-17,RN5,1,9400,523,2376
May-17,RN5,other,1241,0,0
May-17,NDA57,other,712,7,0
May-17,R1F,1,3778,1017,844
May-17,R1F,other,1344,0,0
May-17,RYY,other,7009,7,0
May-17,NR5,other,4051,19,0
May-17,RWF,1,12489,1908,3746
May-17,RWF,other,2156,0,0
May-17,RPA,1,10184,1250,2265
May-17,RVJ,1,7734,1640,2403
May-17,RBZ,1,3903,718,1129
May-17,RBZ,other,4467,0,0
May-17,L83087,other,191,0,0
May-17,RNU,other,3005,139,0
May-17,RTH,1,11995,1861,3192
May-17,RTH,2,1685,0,69
May-17,NQT5H,other,811,3,0
May-17,RK9,1,8744,1438,3243
May-17,RK9,2,263,0,0
May-17,RD3,1,5898,551,1711
May-17,RD3,other,1623,0,0
May-17,RHU,1,9647,3165,2989
May-17,RHU,2,828,4,0
May-17,RHU,other,2195,0,5
May-17,RPC,other,993,0,34
May-17,RHW,1,9862,1130,3071
May-17,RHW,2,1568,4,3
May-17,REF,1,6625,1285,2801
May-17,REF,other,1831,24,37
May-17,RH8,1,8707,688,1915
May-17,RH8,other,882,0,0
May-17,RA2,1,6080,136,2047
May-17,RD1,1,6497,1425,2262
May-17,RD1,other,1007,15,68
May-17,RNZ,1,4031,297,1054
May-17,RNZ,2,264,0,0
May-17,Y02666,other,1483,0,0
May-17,RH5,other,7812,27,0
May-17,RYF,other,1500,10,0
May-17,NTP11,other,4806,3,0
May-17,RW1,other,2492,5,4
May-17,NTPAD,other,4999,13,0
May-17,RTP,1,8602,640,2644
May-17,RDR,other,9039,506,1
May-17,RBA,1,5930,323,1926
May-17,AAH,other,161,0,0
May-17,RDZ,1,6878,523,1894
May-17,RDZ,2,1425,0,5
May-17,RA9,1,6536,971,2687
May-17,RA9,other,3263,0,0
May-17,RHM,1,8876,1289,3496
May-17,RHM,2,1602,34,14
May-17,RA7,1,9458,1742,2835
May-17,RA7,2,2013,69,18
May-17,RYR,1,12096,621,3376
May-17,RYR,other,1001,8,0
May-17,RA3,1,4786,429,1111
May-17,G82071,other,2462,0,0
May-17,NTV0W,other,3092,5,0
May-17,NLX24,other,1479,39,0
May-17,RA4,1,4107,52,1368
Apr-17,RF4,1,19889,3172,4704
Apr-17,RF4,2,643,10,0
Apr-17,RF4,other,2390,14,0
Apr-17,R1H,1,27834,6125,6291
Apr-17,R1H,2,622,10,0
Apr-17,R1H,other,11093,193,0
Apr-17,AD913,other,4617,0,0
Apr-17,RYX,other,18481,141,0
Apr-17,RQM,1,15957,1309,3375
Apr-17,RQM,other,7495,84,0
Apr-17,RJ6,1,6268,1257,1994
Apr-17,RJ6,other,6497,223,0
Apr-17,Y02696,other,1348,0,0
Apr-17,RVR,1,11961,591,3234
Apr-17,RVR,2,454,8,8
Apr-17,RJ1,1,11804,1930,2964
Apr-17,RJ1,2,688,0,0
Apr-17,RJ1,other,2672,5,0
Apr-17,Y03082,other,3627,0,0
Apr-17,RQX,1,10100,582,1631
Apr-17,RY9,other,4644,0,0
Apr-17,RYJ,1,9379,2322,3208
Apr-17,RYJ,2,4126,17,5
Apr-17,RYJ,other,10574,142,0
